in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.67E+02,4.571E+02,-6.626E-02,-4.013E-01,1.000E-01
1.68E+02,4.677E+02,-8.249E-02,-3.351E-01,1.000E-01
1.69E+02,4.786E+02,-7.863E-02,-4.058E-01,1.000E-01
1.70E+02,4.898E+02,-8.541E-02,-3.405E-01,1.000E-01
1.71E+02,5.012E+02,-8.101E-02,-4.262E-01,1.000E-01
1.72E+02,5.129E+02,-8.470E-02,-3.871E-01,1.000E-01
1.73E+02,5.248E+02,-1.000E-01,-4.058E-01,1.000E-01
1.74E+02,5.370E+02,-9.123E-02,-3.160E-01,1.000E-01
1.75E+02,5.495E+02,-8.596E-02,-3.930E-01,1.000E-01
1.76E+02,5.623E+02,-1.018E-01,-4.326E-01,1.000E-01
1.77E+02,5.754E+02,-9.185E-02,-4.451E-01,1.000E-01
1.78E+02,5.888E+02,-9.690E-02,-4.138E-01,1.000E-01
1.79E+02,6.026E+02,-9.866E-02,-3.518E-01,1.000E-01
1.80E+02,6.166E+02,-1.060E-01,-3.735E-01,1.000E-01
1.81E+02,6.310E+02,-1.014E-01,-3.998E-01,1.000E-01
1.82E+02,6.457E+02,-1.166E-01,-4.207E-01,1.000E-01
1.83E+02,6.607E+02,-1.150E-01,-4.079E-01,1.000E-01
1.84E+02,6.761E+02,-1.158E-01,-4.188E-01,1.000E-01
1.85E+02,6.918E+02,-9.724E-02,-3.914E-01,1.000E-01
1.86E+02,7.079E+02,-1.086E-01,-3.774E-01,1.000E-01
1.87E+02,7.244E+02,-1.156E-01,-3.880E-01,1.000E-01
1.88E+02,7.413E+02,-1.098E-01,-3.720E-01,1.000E-01
1.89E+02,7.586E+02,-1.161E-01,-3.467E-01,1.000E-01
1.90E+02,7.762E+02,-1.076E-01,-3.650E-01,1.000E-01
1.91E+02,7.943E+02,-1.202E-01,-3.539E-01,1.000E-01
1.92E+02,8.128E+02,-1.089E-01,-4.128E-01,1.000E-01
1.93E+02,8.318E+02,-1.195E-01,-4.617E-01,1.000E-01
1.94E+02,8.511E+02,-1.112E-01,-4.010E-01,1.000E-01
1.95E+02,8.710E+02,-1.170E-01,-2.953E-01,1.000E-01
1.96E+02,8.913E+02,-1.085E-01,-4.385E-01,1.000E-01
1.97E+02,9.120E+02,-1.143E-01,-3.644E-01,1.000E-01
1.98E+02,9.333E+02,-1.112E-01,-3.713E-01,1.000E-01
1.99E+02,9.550E+02,-1.246E-01,-3.723E-01,1.000E-01
2.00E+02,9.772E+02,-1.254E-01,-3.956E-01,1.000E-01
2.01E+02,1.000E+03,-1.213E-01,-3.754E-01,1.000E-01
2.02E+02,1.023E+03,-1.288E-01,-3.612E-01,1.000E-01
2.03E+02,1.047E+03,-1.250E-01,-3.729E-01,1.000E-01
2.04E+02,1.072E+03,-1.266E-01,-3.249E-01,1.000E-01
2.05E+02,1.096E+03,-1.370E-01,-3.465E-01,1.000E-01
2.06E+02,1.122E+03,-1.368E-01,-3.388E-01,1.000E-01
2.07E+02,1.148E+03,-1.257E-01,-3.888E-01,1.000E-01
