in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
2.22E+02,1.622E+03,-5.765E+00,-1.006E+01,1.000E-01
2.23E+02,1.660E+03,-5.782E+00,-9.841E+00,1.000E-01
2.24E+02,1.698E+03,-5.794E+00,-9.661E+00,1.000E-01
2.25E+02,1.738E+03,-5.813E+00,-9.541E+00,1.000E-01
2.26E+02,1.778E+03,-5.832E+00,-9.366E+00,1.000E-01
2.27E+02,1.820E+03,-5.849E+00,-9.175E+00,1.000E-01
2.28E+02,1.862E+03,-5.863E+00,-9.029E+00,1.000E-01
2.29E+02,1.905E+03,-5.874E+00,-8.791E+00,1.000E-01
2.30E+02,1.950E+03,-5.885E+00,-8.713E+00,1.000E-01
2.31E+02,1.995E+03,-5.902E+00,-8.489E+00,1.000E-01
2.32E+02,2.042E+03,-5.903E+00,-8.377E+00,1.000E-01
2.33E+02,2.089E+03,-5.917E+00,-8.147E+00,1.000E-01
2.34E+02,2.138E+03,-5.932E+00,-8.123E+00,1.000E-01
2.35E+02,2.188E+03,-5.937E+00,-7.903E+00,1.000E-01
2.36E+02,2.239E+03,-5.954E+00,-7.776E+00,1.000E-01
2.37E+02,2.291E+03,-5.961E+00,-7.577E+00,1.000E-01
2.38E+02,2.344E+03,-5.960E+00,-7.561E+00,1.000E-01
2.39E+02,2.399E+03,-5.974E+00,-7.387E+00,1.000E-01
2.40E+02,2.455E+03,-5.986E+00,-7.214E+00,1.000E-01
2.41E+02,2.512E+03,-6.003E+00,-7.154E+00,1.000E-01
2.42E+02,2.570E+03,-5.993E+00,-6.996E+00,1.000E-01
2.43E+02,2.630E+03,-6.009E+00,-6.841E+00,1.000E-01
2.44E+02,2.692E+03,-6.016E+00,-6.781E+00,1.000E-01
2.45E+02,2.754E+03,-6.015E+00,-6.641E+00,1.000E-01
2.46E+02,2.818E+03,-6.032E+00,-6.547E+00,1.000E-01
2.47E+02,2.884E+03,-6.033E+00,-6.425E+00,1.000E-01
2.48E+02,2.951E+03,-6.041E+00,-6.340E+00,1.000E-01
2.49E+02,3.020E+03,-6.039E+00,-6.208E+00,1.000E-01
2.50E+02,3.090E+03,-6.048E+00,-6.115E+00,1.000E-01
2.51E+02,3.162E+03,-6.059E+00,-6.021E+00,1.000E-01
2.52E+02,3.236E+03,-6.070E+00,-5.926E+00,1.000E-01
2.53E+02,3.311E+03,-6.062E+00,-5.846E+00,1.000E-01
2.54E+02,3.388E+03,-6.064E+00,-5.764E+00,1.000E-01
2.55E+02,3.467E+03,-6.072E+00,-5.662E+00,1.000E-01
2.56E+02,3.548E+03,-6.075E+00,-5.593E+00,1.000E-01
2.57E+02,3.631E+03,-6.081E+00,-5.496E+00,1.000E-01
2.58E+02,3.715E+03,-6.081E+00,-5.410E+00,1.000E-01
2.59E+02,3.802E+03,-6.090E+00,-5.351E+00,1.000E-01
2.60E+02,3.890E+03,-6.089E+00,-5.274E+00,1.000E-01
2.61E+02,3.981E+03,-6.099E+00,-5.177E+00,1.000E-01
2.62E+02,4.074E+03,-6.101E+00,-5.158E+00,1.000E-01
2.63E+02,4.169E+03,-6.111E+00,-5.044E+00,1.000E-01
2.64E+02,4.266E+03,-6.095E+00,-5.023E+00,1.000E-01
2.65E+02,4.365E+03,-6.111E+00,-4.983E+00,1.000E-01
2.66E+02,4.467E+03,-6.112E+00,-4.951E+00,1.000E-01
2.67E+02,4.571E+03,-6.112E+00,-4.829E+00,1.000E-01
2.68E+02,4.677E+03,-6.107E+00,-4.778E+00,1.000E-01
2.69E+02,4.786E+03,-6.110E+00,-4.740E+00,1.000E-01
2.70E+02,4.898E+03,-6.117E+00,-4.598E+00,1.000E-01
2.71E+02,5.012E+03,-6.122E+00,-4.662E+00,1.000E-01
2.72E+02,5.129E+03,-6.119E+00,-4.586E+00,1.000E-01
2.73E+02,5.248E+03,-6.126E+00,-4.531E+00,1.000E-01
2.74E+02,5.370E+03,-6.124E+00,-4.505E+00,1.000E-01
2.75E+02,5.495E+03,-6.131E+00,-4.432E+00,1.000E-01
2.76E+02,5.623E+03,-6.127E+00,-4.423E+00,1.000E-01
2.77E+02,5.754E+03,-6.135E+00,-4.411E+00,1.000E-01
